"model","problem","subproblem","covariance_step_run","minimization_successful","covariance_step_successful","covariance_step_warnings","estimate_near_boundary","rounding_errors","zero_gradients","final_zero_gradients","hessian_reset","s_matrix_singular","significant_digits","condition_number","est_methods","model_run_time","subprob_est_time","subprob_cov_time","ofv","CL(L/h)","V2 (L)","KA","WT on CL","WT on V","Q (L/h)","V3 (L)","alag1","age on CL","bili","alt","tras","cap","age on V","keto","age on Ka","OMEGA(1,1)","OMEGA(2,2)","OMEGA(3,3)","SIGMA(1,1)","SIGMA(2,2)","seCL(L/h)","seV2 (L)","seKA","seWT on CL","seWT on V","seQ (L/h)","seV3 (L)","sealag1","seage on CL","sebili","sealt","setras","secap","seage on V","seketo","seage on Ka","seOMEGA(1,1)","seOMEGA(2,2)","seOMEGA(3,3)","seSIGMA(1,1)","seSIGMA(2,2)","shrinkage_eta1(%)","shrinkage_eta2(%)","shrinkage_eta3(%)","shrinkage_iwres(%)","EI1","EI2","EI3","EI4","EI5","EI6","EI7","EI8","EI9","EI10","EI11","EI12","EI13","EI14","EI15","EI16","EI17","EI18","EI19","EI20","EI21"
30,1,1,1,0,0,0,0,1,13,1,0,0,NA,NA,FOCE_I,0:16:30,979.69,0,48559.5880055596,194.15,4165.27,0.377864,0.286852,0.348909,49.0074,1253.45,0.668546,-0.135972,-0.0349677,0.098292,0.882252,0.941145,1.69018,0.20237,1.47499,0.201277,0.575782,0.786115,0.101327,3.33353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1,1,1,1,1,0,0,0,0,0,0,0,3.4,64278100000,FOCE_I,0:25:02,384.7,1108.46,50269.1790039829,188.838,4540.89,0.461532,0.281765,0.350774,55.7904,1431.33,0.711479,-0.158565,-0.020628,0.196562,1.38155,1.00252,1.61107,0.173447,1.6597,0.193836,0.557242,0.634455,0.109603,3.59078,6.85779,294.792,0.0692608,0.176102,1.56362,5.1573,144.233,0.0240943,0.0661133,0.0558592,0.155913,0.327675,0.087338,0.260738,0.0260956,0.199063,0.013398,0.0719506,0.123218,0.00457815,1.25111,NA,NA,NA,NA,1.14854e-10,0.0151597,0.0294168,0.0525568,0.0716589,0.132095,0.167521,0.267863,0.329083,0.373271,0.473133,0.535583,0.659319,0.699307,0.74205,0.980805,1.28976,1.41087,2.22364,3.16431,7.3826
32,1,1,1,0,0,0,0,1,8,1,0,0,NA,NA,FOCE_I,0:06:23,376.87,0,48549.2681635858,201.741,5113.28,0.518956,0.2979,0.312636,48.4579,1500.43,0.703337,-0.000544134,-0.0156833,-0.0187378,0.882252,1.03473,1.67618,0.161776,1.6798,0.185098,0.596969,0.828242,0.107661,2.70018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1,1,1,1,0,0,0,0,0,0,0,0,3.8,NA,FOCE_I,0:21:46,276.8,1027.5,49197.2526482334,197.126,4820.15,0.397999,0.527047,0.445912,46.8603,1727.37,0.744568,-0.085876,0.0194963,0.060947,1.68702,1.0079,2.14882,0.156832,1.66118,0.217702,0.623539,0.587865,0.108238,0.626889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,1,1,1,1,0,0,0,0,0,0,0,0,3,NA,FOCE_I,0:21:44,265.39,1036.38,48603.5524477675,188.476,4130.91,0.419745,0.593975,0.635545,48.9839,1868.3,0.754613,-0.12766,-0.0136564,0.026002,1.06001,0.866321,1.61984,0.137266,1.44976,0.168531,0.667864,0.827537,0.0975148,2.99647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,1,1,1,1,0,0,0,0,0,0,1,0,3.5,NA,FOCE_I,0:22:52,328.66,1040.44,48765.8207700813,197.155,4723.76,0.364886,0.326493,0.50938,55.552,1428.46,0.703222,-0.0996381,-0.052055,0.00628476,0.647985,1.01875,1.68581,0.182014,1.29681,0.168507,0.678652,0.784566,0.106745,2.06986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,1,1,1,1,1,0,0,0,0,0,0,0,4.1,526554000,FOCE_I,0:23:13,360.16,1030.68,47892.2899959333,202.784,4747.25,0.458318,0.477264,0.410238,55.6548,1570.22,0.739871,-0.0315874,0.00804316,-0.180965,1.567,1.01666,1.78787,0.188393,1.62223,0.207954,0.570666,0.617631,0.0973335,4.45673,5.74435,275.713,0.0402986,0.0974955,0.0440546,4.73193,198.786,0.0221869,0.0599259,0.00823679,0.105045,0.0710762,0.0643939,0.138659,0.0229702,0.142932,0.0136417,0.0744773,0.09938,0.0044331,1.1693,NA,NA,NA,NA,7.71527e-09,0.0610847,0.165925,0.181325,0.212424,0.312899,0.325873,0.470049,0.538159,0.576776,0.653247,0.730631,0.786181,0.909623,1.01788,1.16777,1.46053,1.74382,2.53165,3.09164,4.06251
37,1,1,1,0,0,0,0,1,0,0,4,0,1.6,NA,FOCE_I,0:24:34,1471.82,0,47586.0091575388,201.826,4959.23,0.31686,0.533492,0.502117,54.5259,1518.59,0.750774,-0.0830644,-0.0195711,-0.0892821,0.634876,1.1136,1.94392,0.162236,1.16289,0.177527,0.70406,0.62604,0.109766,2.7898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,1,1,1,0,0,0,0,1,0,0,0,0,2.7,NA,FOCE_I,0:08:02,479.6,0,48622.2154812261,195.604,4764.65,0.403948,0.258099,0.13206,55.5362,1450.85,0.718585,-0.0798624,-0.0731104,0.049599,0.768121,1.02432,1.66304,0.180186,1.41216,0.198061,0.620904,0.607135,0.0962921,3.36045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,1,1,1,0,0,0,0,1,0,0,1,0,NA,NA,FOCE_I,0:06:49,406.88,0,48386.161180649,190.828,3728.64,0.348167,0.401396,0.648589,52.9706,1417.46,0.731093,-0.138766,0.0294827,-0.104083,1.14975,1.03252,1.52946,0.139675,1.50929,0.18353,0.630292,0.807941,0.0992672,3.59917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,1,1,1,0,0,0,0,1,12,1,1,0,NA,NA,FOCE_I,0:12:48,765.97,0,48717.6513793679,191.811,4302,0.390881,0.328351,0.253184,55.9332,1430.15,0.72805,-0.120444,0.00405327,0.220835,0.882252,1.11718,1.78378,0.192814,1.45478,0.177859,0.48219,0.534386,0.110144,1.78236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,1,1,1,1,0,1,0,0,0,0,0,0,3.1,NA,FOCE_I,0:27:43,596.54,1064.7,48675.9555560816,186.964,4952.14,0.509925,0.289694,0.573926,50.1317,1467.97,0.730588,-0.179591,0.00916896,0.143708,1.11724,0.955179,1.97204,0.197992,2.03875,0.212251,0.471468,0.507485,0.107604,1.84122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,1,1,1,0,0,0,0,1,0,0,0,0,2.5,NA,FOCE_I,0:08:01,478.9,0,48884.898526271,200.421,4464.71,0.416714,0.373928,0.521661,55.127,1504.01,0.744434,-0.0372203,-0.0123102,0.15761,1.35358,1.02652,1.55251,0.216654,1.36113,0.205147,0.465138,0.660644,0.109824,1.66885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,1,1,1,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,0:06:04,362.22,0,48621.1327135834,189.944,5251.82,0.516956,0.317152,0.400775,46.4842,1323.97,0.742528,-0.0854333,-0.0906133,0.13213,0.841306,1.09871,1.78781,0.192757,1.61644,0.181778,0.545692,0.665086,0.0998735,3.04668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,1,1,1,1,1,0,0,0,0,0,0,0,3,173.686,FOCE_I,0:23:31,383.62,1025.15,48896.9603439652,190.063,4220.27,0.384608,0.398325,0.419517,55.1604,1137.14,0.709959,-0.121208,-0.0281464,-0.00927328,1.00046,0.953085,1.68067,0.221708,1.45786,0.191855,0.534065,0.555011,0.109791,3.88857,5.252,328.595,0.0501452,0.0799134,0.0663477,6.17926,116.717,0.0238154,0.06554,0.0391004,0.0831556,0.288402,0.0667964,0.169514,0.024065,0.235342,0.013924,0.0615766,0.0879288,0.00462682,1.12477,NA,NA,NA,NA,0.0285477,0.101919,0.185679,0.194401,0.234765,0.262131,0.345385,0.448861,0.487619,0.514748,0.576463,0.646469,0.795677,0.939944,0.9825,1.14498,1.3264,1.77257,2.10008,2.95251,4.95835
45,1,1,1,0,0,0,0,1,0,0,0,0,1.4,NA,FOCE_I,0:05:42,340.1,0,49506.5948852018,191.843,4367.1,0.359681,0.443395,0.35599,47.0897,1227.13,0.730544,-0.0397735,0.0248359,0.103206,1.73224,1.06288,1.58102,0.190591,1.03645,0.187128,0.586807,0.764896,0.110627,2.3784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,1,1,1,1,1,0,0,0,0,0,0,0,3.4,6108.04,FOCE_I,0:21:16,246.98,1026.83,48831.7546550895,190.152,4273.8,0.354794,0.455715,0.592767,50.9467,1322.04,0.722707,-0.175919,0.0214459,0.197675,1.26287,1.02979,1.84782,0.161355,1.41471,0.212898,0.585473,0.497511,0.098845,4.1094,34.8265,289.85,0.0369637,1.15191,0.329953,6.68605,906.963,0.0241959,0.296627,0.656907,0.126361,2.66614,0.0801291,0.170912,0.0418929,0.174148,0.0143242,0.0638538,0.0734225,0.0041814,1.31345,NA,NA,NA,NA,0.00148739,0.00555854,0.00694699,0.0118727,0.0277052,0.0411956,0.103489,0.14332,0.156544,0.292917,0.313789,0.509603,0.534204,0.69528,0.937184,0.981096,1.05205,1.17496,2.08997,2.8358,9.08504
47,1,1,1,1,1,0,0,0,0,0,0,0,3.5,29733,FOCE_I,0:23:57,373.41,1062.02,49295.8623535859,189.688,4501.2,0.38907,0.33288,0.227695,57.6858,1353.89,0.73923,-0.142394,-0.0421341,0.153982,0.830553,0.954574,1.68422,0.192332,1.37239,0.16558,0.478682,0.575718,0.109204,1.88891,6.81298,1744.86,0.373372,0.876512,0.64322,10.0694,572.272,0.0618448,0.0673946,0.151862,0.466496,0.431437,0.115615,0.48864,0.0342981,1.28727,0.014599,0.131696,0.129752,0.0046759,1.41927,NA,NA,NA,NA,0.000531636,0.0013383,0.00566512,0.00930936,0.0184045,0.0294496,0.0374826,0.0570961,0.074987,0.0882735,0.147391,0.171702,0.220215,0.301804,0.332649,0.408205,0.506172,0.656123,0.841217,1.28485,15.8071
48,1,1,1,1,0,1,0,0,8,1,0,0,3.2,NA,FOCE_I,0:23:24,324.44,1077.75,48829.6670397783,198.873,4372.69,0.373166,0.424973,0.46994,56.7862,1408.34,0.715933,-0.0697897,0.0446131,0.101813,0.882252,0.998451,1.62286,0.196674,1.32737,0.193676,0.512553,0.47114,0.108302,2.50187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,1,1,1,1,0,1,0,0,9,1,0,0,3.3,NA,FOCE_I,0:22:22,311.85,1028.35,48752.0374663151,198.029,4559.83,0.453527,0.431043,0.52395,48.5535,1218.89,0.709858,-0.126322,0.05531,0.0702722,0.882252,1.08151,1.90885,0.165731,1.84916,0.201209,0.576493,0.745248,0.10166,2.23249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,1,1,1,1,0,0,0,0,0,0,0,0,3.5,NA,FOCE_I,0:22:05,268.77,1054.58,48520.4706508764,198.955,5140.8,0.438473,0.412175,0.501046,54.4921,1371.38,0.71549,-0.106492,0.0145171,-0.00621548,0.761617,1.13605,1.80903,0.193233,1.56267,0.177601,0.670476,0.672905,0.106786,2.13238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,1,1,1,1,0,0,0,0,0,0,1,0,3.4,NA,FOCE_I,0:24:04,383.07,1058.71,49617.4428892147,190.582,4377.76,0.427076,0.303638,0.390932,49.032,1452.56,0.732505,-0.10673,-0.0248957,0.12861,0.864605,1.00062,1.69414,0.206915,1.49131,0.173581,0.504235,0.723571,0.106274,2.42254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,1,1,1,0,0,0,0,1,12,1,1,0,NA,NA,FOCE_I,0:16:36,994.21,0,50096.5567008832,189.424,4776.41,0.516134,0.212555,0.137859,49.3302,1437.53,0.744385,-0.153084,-0.000854777,0.238312,0.882252,1.10447,1.94782,0.20318,1.99325,0.186129,0.554648,0.598286,0.104496,3.32599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,1,1,1,0,0,0,0,1,0,0,0,0,3,NA,FOCE_I,0:05:15,313.05,0,48954.831069431,189.001,3857.84,0.309615,0.528974,0.592018,60.3185,1305.49,0.720903,-0.143032,0.0346592,0.0956417,1.82652,1.09787,1.48556,0.166061,1.01581,0.178883,0.530041,0.614441,0.108886,2.89291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,1,1,1,0,0,0,0,1,19,1,3,0,NA,NA,FOCE_I,0:22:33,1351.23,0,49205.3077799009,196.94,4728.76,0.425894,0.412784,0.616384,51.2215,1389.36,0.734887,-0.0928824,0.0326723,0.0219664,0.882252,1.08344,1.92887,0.166881,1.64681,0.187695,0.69191,0.672097,0.102882,2.64862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,1,1,1,1,1,0,0,0,0,0,0,0,3.8,150.398,FOCE_I,0:21:34,252.82,1039.01,49724.626639655,199.175,4471.87,0.388915,0.386174,0.541094,47.4337,1151.62,0.704246,-0.04527,-0.0138287,-0.00928418,1.09632,0.993854,1.95485,0.20477,1.55185,0.175434,0.60995,0.701439,0.107537,3.48731,4.78466,256.405,0.0414879,0.0581143,0.141029,5.54485,136.869,0.0294929,0.0498333,0.0195054,0.0500329,0.260254,0.063417,0.154473,0.0241005,0.155354,0.0105515,0.0835406,0.114621,0.00416567,1.11774,NA,NA,NA,NA,0.0400401,0.119226,0.137888,0.180883,0.20326,0.228759,0.313079,0.351794,0.379947,0.457005,0.599646,0.681691,0.720184,0.915758,1.00212,1.1491,1.30152,1.34512,2.35812,2.4929,6.02196
56,1,1,1,1,1,0,0,0,0,0,0,0,3.8,838254000,FOCE_I,0:23:56,352.81,1081.58,49784.7893805441,196.599,4510.13,0.385484,0.496207,0.56982,54.5322,1350.75,0.68208,-0.0913735,-0.0392441,0.00899432,0.504405,0.887373,1.62346,0.188163,1.24355,0.190416,0.540704,0.705993,0.102146,2.76305,4.72287,262.698,0.0332226,0.131925,0.241473,5.72221,107.316,0.0236689,0.0749661,0.0497756,0.15967,0.0428287,0.0630019,0.151007,0.0212131,0.15412,0.0136362,0.0726236,0.0870591,0.00433781,1.06418,NA,NA,NA,NA,6.92022e-09,0.0523159,0.0749028,0.117964,0.187637,0.212345,0.25127,0.308903,0.342209,0.449924,0.543121,0.644187,0.75826,0.785944,0.952061,1.21155,1.29621,1.61173,2.16105,3.23752,5.8009
57,1,1,1,1,1,0,0,0,0,0,0,0,3.1,7823.05,FOCE_I,0:23:50,372.74,1055.11,47176.5730947568,199.534,4933.62,0.415067,0.568888,0.729505,48.7178,1894.05,0.718309,-0.00176864,0.0313665,-0.014771,1.14769,1.01383,2.26616,0.149952,1.64468,0.194584,0.602271,0.668366,0.0976713,1.87145,5.93639,449.552,0.0491154,0.0941443,0.202271,3.61509,337.531,0.0228416,0.0565248,0.045338,0.19175,0.340182,0.0747151,0.17231,0.0202097,0.156022,0.0150005,0.134627,0.192001,0.0046127,1.12799,NA,NA,NA,NA,0.000950965,0.0288169,0.0335816,0.114919,0.138411,0.166275,0.211756,0.220177,0.373417,0.483196,0.545128,0.631451,0.71221,0.760758,0.929277,1.00037,1.23369,1.52497,2.03345,2.41775,7.43945
58,1,1,1,0,0,0,0,1,0,0,0,0,NA,NA,FOCE_I,0:05:45,342.9,0,48050.3198979383,201.781,4916.6,0.426475,0.279308,0.457205,50.0144,1380.42,0.710094,-0.0506396,-0.013825,0.130891,1.32841,1.0051,1.87647,0.210084,1.54709,0.179497,0.496519,0.619766,0.102623,1.75391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,1,1,1,0,0,0,0,1,0,0,0,0,NA,NA,FOCE_I,0:21:09,1266.74,0,49291.7336003002,191.476,4527.1,0.416433,0.31329,0.627299,49.5965,1534.58,0.734571,-0.0766543,-0.0582101,-0.0317289,0.981637,1.10103,1.69431,0.163922,1.49231,0.188808,0.598319,0.757358,0.10403,2.60263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,1,1,1,1,1,0,0,0,0,0,1,0,3.9,434.182,FOCE_I,0:27:48,553.67,1112.77,49721.7781286365,185.448,4046.56,0.383354,0.309151,0.420671,59.6907,1338.09,0.728045,-0.15832,-0.11015,0.0704514,0.66257,1.06113,1.09829,0.204296,1.07984,0.174303,0.485574,0.812421,0.113905,2.22737,4.73796,178.655,0.0284821,0.0332573,0.0344928,6.25532,145.659,0.0269086,0.0531826,0.037341,0.0458872,0.105663,0.0768162,0.119013,0.0407813,0.143485,0.0130129,0.0704187,0.115138,0.00510655,1.02501,NA,NA,NA,NA,0.0128186,0.0623368,0.0812293,0.092949,0.118697,0.167148,0.212963,0.329654,0.429819,0.534788,0.555528,0.721043,0.79429,0.963715,1.05083,1.26358,1.49846,1.61804,1.86447,3.06203,5.56561
61,1,1,1,0,0,0,0,1,0,0,2,0,1.4,NA,FOCE_I,0:07:31,448.97,0,48817.7451700898,191.094,4335.67,0.388945,0.384047,0.46247,52.4043,1426.14,0.788682,-0.144899,-0.0396489,0.0595936,0.809994,0.866698,1.79581,0.185667,1.32265,0.192793,0.560152,0.693954,0.104642,1.91938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,1,1,1,0,0,0,0,1,0,0,0,0,1.4,NA,FOCE_I,0:06:57,415.34,0,48631.4711766271,198.624,4618.85,0.412041,0.421425,0.318529,47.5999,2038.42,0.727131,-0.00379421,0.0440451,0.133804,1.16401,1.02449,1.60985,0.153197,1.49626,0.191871,0.566376,0.772682,0.0981998,2.16471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,1,1,1,0,0,0,0,1,0,0,0,0,2.4,NA,FOCE_I,0:14:06,844.31,0,48150.1784142129,193.119,4002.45,0.344703,0.599162,0.371517,49.6102,1502.35,0.761372,-0.127804,0.0206431,-0.016424,1.77776,1.05652,1.4739,0.160186,1.31581,0.194795,0.655411,0.777878,0.102859,2.57662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,1,1,1,0,0,0,0,1,0,0,0,0,1.9,NA,FOCE_I,0:06:56,414.19,0,48350.9351236293,189.593,4474.62,0.38214,0.296058,0.542489,57.3947,1672.9,0.706222,-0.168062,-0.0399004,0.11817,0.840994,1.13218,1.64283,0.163388,1.36984,0.183725,0.571446,0.687023,0.10756,1.72895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,1,1,1,1,1,0,0,0,0,0,1,0,3.4,894.099,FOCE_I,0:30:54,817.79,1033.51,48051.4292534448,196.328,4317.73,0.34725,0.168587,0.238226,53.8145,1460.35,0.761212,-0.130251,-0.0731745,0.289741,0.854159,1.00876,1.77917,0.174675,1.48194,0.193298,0.630848,0.825557,0.10263,2.8554,11.6641,305.661,0.0391611,0.181673,1.6728,8.1118,1012.61,0.0210071,0.145936,0.0877319,0.142654,0.260291,0.0847786,0.354177,0.0502078,0.180816,0.0139305,0.106138,0.136331,0.00491209,1.0837,NA,NA,NA,NA,0.0101062,0.0186191,0.0504671,0.0739383,0.112097,0.133456,0.142675,0.246955,0.270571,0.352117,0.481853,0.489753,0.55204,0.594862,0.712574,0.802396,0.819558,1.1445,2.11922,2.83635,9.0359
66,1,1,1,0,0,0,0,1,0,0,0,0,1.7,NA,FOCE_I,0:16:16,973.92,0,49123.3468946274,196.754,4195.26,0.354411,0.551949,0.581666,58.2649,1305.41,0.709578,-0.0573137,0.0189265,-0.00622478,0.506153,0.919176,1.7588,0.183219,1.36244,0.195792,0.572271,0.657036,0.107933,1.98621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,1,1,1,0,0,0,0,1,0,0,0,0,3,NA,FOCE_I,0:06:20,377.3,0,48622.7333805445,200.473,4029.37,0.317472,0.356653,0.381693,51.8573,1411.94,0.744342,-0.102788,0.0338058,0.00870794,1.16189,0.95819,1.38714,0.155178,1.03489,0.209079,0.691377,0.953459,0.103864,2.67807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,1,1,1,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,0:37:12,1175.5,1054.28,50049.391117246,189.227,4144.14,0.360971,0.374506,0.216616,51.8254,1268.08,0.70012,-0.137279,-0.0231763,0.171263,1.38876,1.12294,1.69344,0.190877,1.40774,0.190541,0.533578,0.580771,0.10519,2.8384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,1,1,1,0,0,0,0,1,0,0,0,0,1.1,NA,FOCE_I,0:07:30,447.77,0,48993.9363629461,196.93,4204.44,0.35193,0.391095,0.42631,59.7088,1330.77,0.713942,-0.110784,0.042694,0.130437,0.547308,0.913819,1.40885,0.193957,1.37125,0.191539,0.522571,0.557473,0.100938,3.76826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
